Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
261	25605166	ist sehr regelmäßig angelegt , von zehn gerade laufenden Kreuzwegen	durchschnitten	, welche mit Bäumen be seht sind . Dieses Landstück	ist_VAFIN sehr_ADV regelmäßig_ADJD angelegt_VVPP ,_$, von_APPR zehn_CARD gerade_ADV laufenden_ADJA Kreuzwegen_NN	durchschnitten_VVPP	,_$, welche_PRELS mit_APPR Bäumen_NN be_ADJD seht_VVFIN sind_VAFIN ._$. Dieses_PDAT Landstück_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=260	60282267	60282267
262	25605166	freundlichen Wiesenqrnnde , von mehren Kanälen und klei nen Flüßchen	durchschnitten	, ist ziemlich regelmäßig gebaut , und war ehe mals	freundlichen_ADJA Wiesenqrnnde_NN ,_$, von_NE mehren_VVFIN Kanälen_NN und_KON klei_ADJA nen_ADJA Flüßchen_NN	durchschnitten_VVPP	,_$, ist_VAFIN ziemlich_ADV regelmäßig_ADJD gebaut_VVPP ,_$, und_KON war_VAFIN ehe_KOUS mals_ADJD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=261	60285720	60285720
263	25605166	Haarlingen , befestigte Stadt an der Zuidcrzee ist von Kanälen	durchschnitten	, hat breite Straßen , zählt 5 Kirchen , 1	Haarlingen_ADJA ,_$, befestigte_ADJA Stadt_NN an_APPR der_ART Zuidcrzee_NN ist_VAFIN von_APPR Kanälen_NN	durchschnitten_VVPP	,_$, hat_VAFIN breite_ADJA Straßen_NN ,_$, zählt_VVFIN 5_CARD Kirchen_NN ,_$, 1_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=262	60285915	60285915
264	25605166	Beguinenhvf , eine Häusermasse , von mehren klei nen Straßen	durchschnitten	, und von 800 sogenannten Beguinen be wohnt . Der	Beguinenhvf_NN ,_$, eine_ART Häusermasse_NN ,_$, von_NE mehren_VVFIN klei_ADJA nen_ADJA Straßen_NN	durchschnitten_VVPP	,_$, und_KON von_APPR 800_CARD sogenannten_ADJA Beguinen_NN be_ADJD wohnt_VVFIN ._$. Der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=263	60322347	60322347
265	25605166	fruchtbar , und von einer großen Anzahl Kanälen und Abzugsgräben	durchschnitten	. Die 58 bis 60 . 000 Einwohner dieses kleinen	fruchtbar_ADJD ,_$, und_KON von_APPR einer_ART großen_ADJA Anzahl_NN Kanälen_NN und_KON Abzugsgräben_NN	durchschnitten_VVPP	._$. Die_ART 58_CARD bis_KON 60_CARD ._$. 000_CARD Einwohner_NN dieses_PDAT kleinen_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=264	60323082	60323082
266	25605166	Sandufer gebaut , und von vielen Kanälen ( Fleeten )	durchschnitten	, welche durch die Fluth der Elbe und die Alster	Sandufer_NN gebaut_VVPP ,_$, und_KON von_APPR vielen_PIAT Kanälen_NN (_$( Fleeten_NN )_$(	durchschnitten_VVPP	,_$, welche_PRELS durch_APPR die_ART Fluth_NN der_ART Elbe_NE und_KON die_ART Alster_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=265	60326246	60326246
267	6562668	, sondern auch zwischen den Kantonen unterbrechen , mit Fahrstraßen	durchschnitten	werden . . . . . . . xxm Dann	,_$, sondern_KON auch_ADV zwischen_APPR den_ART Kantonen_NN unterbrechen_VVINF ,_$, mit_APPR Fahrstraßen_NN	durchschnitten_VVPP	werden_VAINF ._$. ._$. ._$. ._$. ._$. ._$. ._$. xxm_VVIMP Dann_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=266	60476982	60476982
268	6562668	überall von Blößen oder von kränkelnden kleinen Waldbezir- 103 ken	durchschnitten	wäre , da wäre ein kurzer Umtrieb oder eine schnelle	überall_ADV von_APPR Blößen_NN oder_KON von_APPR kränkelnden_ADJA kleinen_ADJA Waldbezir-_TRUNC 103_CARD ken_NN	durchschnitten_VVPP	wäre_VAFIN ,_$, da_KOUS wäre_VAFIN ein_ART kurzer_ADJA Umtrieb_NN oder_KON eine_ART schnelle_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=267	60502367	60502367
269	8101964	drei Wochen in diesem Gespinnste / das auf unserer Abbildung	durchschnitten	ist / bricht dasselbe dann auf und der Schmetterling kriecht	drei_CARD Wochen_NN in_APPR diesem_PDAT Gespinnste_NN /_$( das_ART auf_APPR unserer_PPOSAT Abbildung_NN	durchschnitten_VVPP	ist_VAFIN /_$( bricht_VVFIN dasselbe_PDS dann_ADV auf_PTKVZ und_KON der_ART Schmetterling_NN kriecht_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=268	61258785	61258785
270	8101964	senkrechten und beweglichen Querblättern besteht / und von einem Längsblatte	durchschnitten	wird . Der gemeine Schiffshalter wird ungefähr fußlang und heftet	senkrechten_ADJA und_KON beweglichen_ADJA Querblättern_NN besteht_VVFIN /_$( und_KON von_APPR einem_ART Längsblatte_NN	durchschnitten_VVPP	wird_VAFIN ._$. Der_ART gemeine_ADJA Schiffshalter_NN wird_VAFIN ungefähr_ADJD fußlang_ADJD und_KON heftet_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=269	61280145	61280145
271	8101964	Felsen werden umgangen / Bäche / Strome und Sümpfe hingegen	durchschnitten	oder durchwatet . Stellt man sich ihnen entgegen / so	Felsen_NN werden_VAFIN umgangen_VVPP /_$( Bäche_NN /_$( Strome_NN und_KON Sümpfe_NN hingegen_ADV	durchschnitten_VVPP	oder_KON durchwatet_VVFIN ._$. Stellt_VVFIN man_PIS sich_PRF ihnen_PPER entgegen_PTKVZ /_$( so_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=270	61325033	61325033
272	8712769	Thäler , ist aber von einer Menge von Schluch ten	durchschnitten	, die , wie das ganze östliche Thalgehängc , ziemlich	Thäler_NN ,_$, ist_VAFIN aber_ADV von_APPR einer_ART Menge_NN von_APPR Schluch_NN ten_NE	durchschnitten_VVPP	,_$, die_PRELS ,_$, wie_KOUS das_ART ganze_ADJA östliche_ADJA Thalgehängc_NE ,_$, ziemlich_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=271	61448921	61448921
273	8712769	tene Erde herabgchcnde Straßen den dichten Rasen in schnnrgcrader Richtung	durchschnitten	. Diese Straßen waren dicht bcsei . tt mit emsig	tene_ADJA Erde_NN herabgchcnde_ADJA Straßen_NN den_ART dichten_ADJA Rasen_NN in_APPR schnnrgcrader_ADJA Richtung_NN	durchschnitten_VVPP	._$. Diese_PDAT Straßen_NN waren_VAFIN dicht_ADJD bcsei_NN ._$. tt_ADJD mit_APPR emsig_ADJD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=272	61544450	61544450
274	25532367	in ihrem nördlichen Theile ( Schottland ) vom caledonischen Kanal	durchschnitten	von der West - zur Ostküste ; England durch den	in_APPR ihrem_PPOSAT nördlichen_ADJA Theile_NE (_$( Schottland_NE )_$( vom_APPRART caledonischen_ADJA Kanal_NN	durchschnitten_VVPP	von_APPR der_ART West_NN -_$( zur_APPRART Ostküste_NN ;_$. England_NE durch_APPR den_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=273	63018733	63018733
275	24068882	Maschinen und Gebäude aufzunehmen und in Grundrissen , Aufrissen und	Durchschnitten	ge nau darzustellen . Zm Freihandzeichnen und Modelliren muß er	Maschinen_NN und_KON Gebäude_NN aufzunehmen_VVIZU und_KON in_APPR Grundrissen_NN ,_$, Aufrissen_NN und_KON	Durchschnitten_NN	ge_VVFIN nau_ADJD darzustellen_VVIZU ._$. Zm_NE Freihandzeichnen_NN und_KON Modelliren_NN muß_VMFIN er_PPER	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=274	63518638	63518638
276	8612670	und 1847. Für das der Gemeinde zugehörende Land , welches	durchschnitten	wurde , erhielt dieselbe eine Ent schädigung von 6468 fl	und_KON 1847._ADJA Für_APPR das_PDS der_ART Gemeinde_NN zugehörende_ADJA Land_NN ,_$, welches_PRELS	durchschnitten_VVPP	wurde_VAFIN ,_$, erhielt_VVFIN dieselbe_PDS eine_ART Ent_ADJA schädigung_NN von_APPR 6468_CARD fl_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=275	64096168	64096168
277	8612670	Winterthur und Atlikon durchgreifend korrigirt und die Rauchegghöhe da bei	durchschnitten	und 1848 diese Sti ^ ßenanlage vollendet , ebenso die	Winterthur_NE und_KON Atlikon_NN durchgreifend_ADJD korrigirt_NN und_KON die_ART Rauchegghöhe_NN da_ADV bei_PTKVZ	durchschnitten_VVPP	und_KON 1848_CARD diese_PDAT Sti_ADJA ^_XY ßenanlage_NN vollendet_VVPP ,_$, ebenso_ADV die_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=276	64109230	64109230
278	19762654	, dem ebenen Lande . Die Gebirge sind mit Thälern	durchschnitten	, die bald weiter bald enger , oft sehr enge	,_$, dem_ART ebenen_ADJA Lande_NN ._$. Die_ART Gebirge_NN sind_VAFIN mit_APPR Thälern_NN	durchschnitten_VVPP	,_$, die_PRELS bald_ADV weiter_ADV bald_ADV enger_ADJD ,_$, oft_ADV sehr_ADV enge_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=277	65336528	65336528
279	20231634	ist Rhone - und Rheingebiet , von Thälern und Schluchten	durchschnitten	, aber bis auf 208 wenige Ausnahmen ist die Luft	ist_VAFIN Rhone_NN -_$( und_KON Rheingebiet_NN ,_$, von_APPR Thälern_NN und_KON Schluchten_NN	durchschnitten_VVPP	,_$, aber_KON bis_KOUS auf_APPR 208_CARD wenige_PIAT Ausnahmen_NN ist_VAFIN die_ART Luft_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=278	65602947	65602947
280	7789301	und der Limmat , ist ein romantischer Hain mit Fußwegen	durchschnitten	, welcher mit einem in italienischem Geschmack erbauten Pavillon und	und_KON der_ART Limmat_NE ,_$, ist_VAFIN ein_ART romantischer_ADJA Hain_NN mit_APPR Fußwegen_NN	durchschnitten_VVPP	,_$, welcher_PWS mit_APPR einem_ART in_APPR italienischem_ADJA Geschmack_NN erbauten_ADJA Pavillon_NN und_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=279	65812164	65812164
281	21738125	Radius r hat , mit einer der Grundfläche parallelen Ebene	durchschnitten	werden , damit der Inhalt des abge schnittenen KcgclmantelS gleich	Radius_NN r_VVPP hat_VAFIN ,_$, mit_APPR einer_PIS der_ART Grundfläche_NN parallelen_ADJA Ebene_NN	durchschnitten_VVPP	werden_VAINF ,_$, damit_KOUS der_ART Inhalt_NN des_ART abge_ADJA schnittenen_ADJA KcgclmantelS_NN gleich_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=280	66475688	66475688
282	21738125	Kugel beschrieben , und diese Kugel ist von einer Ebene	durchschnitten	, welche it der Kugelflächc zum Inhalt hat . Ueber	Kugel_NN beschrieben_VVPP ,_$, und_KON diese_PDAT Kugel_NN ist_VAFIN von_APPR einer_ART Ebene_NN	durchschnitten_VVPP	,_$, welche_PRELS it_FM der_ART Kugelflächc_NE zum_APPRART Inhalt_NN hat_VAFIN ._$. Ueber_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=281	66482404	66482404
283	21738125	der Entfernung des halben Radius vom Mittelpunkte durch eine Kreiöcbene	durchschnitten	; in dieser KreiSebene ist ein Quadrat constrnirt , und	der_ART Entfernung_NN des_ART halben_ADJA Radius_NN vom_APPRART Mittelpunkte_NN durch_APPR eine_ART Kreiöcbene_NN	durchschnitten_VVPP	;_$. in_APPR dieser_PDAT KreiSebene_NN ist_VAFIN ein_ART Quadrat_NN constrnirt_NN ,_$, und_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=282	66482478	66482478
284	21738125	Arendreieck und parallel mit einer Seitenlinie desselben von einer Parabclebene	durchschnitten	. Wie groß ist der Inhalt und die Oberfläche des	Arendreieck_NN und_KON parallel_ADJD mit_APPR einer_ART Seitenlinie_NN desselben_PDAT von_APPR einer_ART Parabclebene_NN	durchschnitten_VVPP	._$. Wie_KOUS groß_ADJD ist_VAFIN der_ART Inhalt_NN und_KON die_ART Oberfläche_NN des_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=283	66486395	66486395
285	21738125	von ihrem Endpunkte gefällte Höhe des Cylinders gelegt ist ,	durchschnitten	und eS ist senkrecht auf diesen Schnitt eine Ebene so	von_APPR ihrem_PPOSAT Endpunkte_NN gefällte_ADJA Höhe_NN des_ART Cylinders_NN gelegt_VVPP ist_VAFIN ,_$,	durchschnitten_VVPP	und_KON eS_VVIMP ist_VAFIN senkrecht_ADJD auf_APPR diesen_PDAT Schnitt_NN eine_ART Ebene_NN so_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=284	66488018	66488018
286	21738125	? * . Eine Kugel wird von einer Ebene so	durchschnitten	, daß die Höhe des Segments den dritten Theil des	?_$. *_XY ._$. Eine_ART Kugel_NN wird_VAFIN von_APPR einer_ART Ebene_NN so_ADV	durchschnitten_VVPP	,_$, daß_KOUS die_ART Höhe_NN des_ART Segments_NN den_ART dritten_ADJA Theil_NN des_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=285	66518421	66518421
287	21175320	56 auf 29,28 Jahre , in Preussen nach approximati ven	Durchschnitten	aus den von 5 zu 5 Jahren fortschreitenden Altersclassen während	56_CARD auf_APPR 29,28_CARD Jahre_NN ,_$, in_APPR Preussen_NE nach_APPR approximati_NE ven_ADJA	Durchschnitten_NN	aus_APPR den_ART von_APPR 5_CARD zu_APPR 5_CARD Jahren_NN fortschreitenden_ADJA Altersclassen_NN während_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=286	66907757	66907757
288	7882578	nackten Felsen und Gletschern bedeckt oder von Flüssen und Seen	durchschnitten	ist . Der Statistiker und Geograph Ger . Meyer steht	nackten_ADJA Felsen_NN und_KON Gletschern_NN bedeckt_VVPP oder_KON von_APPR Flüssen_NN und_KON Seen_NN	durchschnitten_VVPP	ist_VAFIN ._$. Der_ART Statistiker_NN und_KON Geograph_NN Ger_NE ._$. Meyer_NE steht_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=287	66962506	66962506
289	7882578	rundlich . Beinahe überall ist es von Bergen und Hügeln	durchschnitten	. Diese Höhen gehören dem großen Systeme der Alpen an	rundlich_ADJD ._$. Beinahe_ADV überall_ADV ist_VAFIN es_PPER von_APPR Bergen_NN und_KON Hügeln_NN	durchschnitten_VVPP	._$. Diese_PDAT Höhen_NN gehören_VVFIN dem_ART großen_ADJA Systeme_NN der_ART Alpen_NN an_PTKVZ	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=288	66965335	66965335
290	7882578	Lande , wel ches wie dieses von Bergen und Hügeln	durchschnitten	ist . Bei der Schwierigkeit , mit Sicherheit einen Mittelwerth	Lande_NN ,_$, wel_VVFIN ches_ADJD wie_KOKOM dieses_PDAT von_APPR Bergen_NN und_KON Hügeln_NN	durchschnitten_VVPP	ist_VAFIN ._$. Bei_APPR der_ART Schwierigkeit_NN ,_$, mit_APPR Sicherheit_NN einen_ART Mittelwerth_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=289	67008291	67008291
291	20291892	südlicher Breite reichen und von den Flüssen Gabun und Damger	durchschnitten	sind . Er ist nicht nur der größte und stärkste	südlicher_ADJA Breite_NN reichen_VVFIN und_KON von_APPR den_ART Flüssen_NN Gabun_NE und_KON Damger_NE	durchschnitten_VVPP	sind_VAFIN ._$. Er_PPER ist_VAFIN nicht_PTKNEG nur_ADV der_ART größte_ADJA und_KON stärkste_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=290	67599447	67599447
292	19169900	die neuern und sorgfältigen Untersuchungen dargethan , die andern Gebirgsmassen	durchschnitten	und aufgebrochen , und dringt selbst bis in die Ebene	die_ART neuern_ADJA und_KON sorgfältigen_ADJA Untersuchungen_NN dargethan_VVPP ,_$, die_ART andern_ADJA Gebirgsmassen_NN	durchschnitten_VVPP	und_KON aufgebrochen_VVPP ,_$, und_KON dringt_VVFIN selbst_ADV bis_APPR in_APPR die_ART Ebene_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=291	68004703	68004703
293	19169900	. 21. Sehnte - Capitel . 155 dieser neuen Schlucht	durchschnitten	. Jedoch sind solche Thatsachen im Vergleich zu den großen	._$. 21._ADJA Sehnte_NN -_$( Capitel_NN ._$. 155_CARD dieser_PDAT neuen_ADJA Schlucht_NN	durchschnitten_VVPP	._$. Jedoch_ADV sind_VAFIN solche_PIAT Thatsachen_NN im_APPRART Vergleich_NN zu_APPR den_ART großen_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=292	68060401	68060401
294	19169900	zu be suchen , wo die Caltabianca die Lava ganz	durchschnitten	hat . Künftige Reisende werden jedoch wohl thun , diese	zu_PTKZU be_VVINF suchen_VVFIN ,_$, wo_PWAV die_ART Caltabianca_NN die_ART Lava_NN ganz_ADV	durchschnitten_VVPP	hat_VAFIN ._$. Künftige_ADJA Reisende_NN werden_VAFIN jedoch_ADV wohl_ADV thun_NN ,_$, diese_PDAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=293	68061349	68061349
295	19169900	, und daß entweder das Meer oder Sümpfe einen Strich	durchschnitten	, der jetzt aus Festland besteht . z ) Astruc	,_$, und_KON daß_KOUS entweder_KON das_ART Meer_NN oder_KON Sümpfe_NN einen_ART Strich_NN	durchschnitten_VVPP	,_$, der_PRELS jetzt_ADV aus_APPR Festland_NN besteht_VVFIN ._$. z_NE )_$( Astruc_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=294	68084978	68084978
296	19169900	von langen und engen Schluchten mit sehr steilen Seiten- wändcn	durchschnitten	würden . Die Tiefe der einen von diesen Schluch ten	von_APPR langen_ADJA und_KON engen_ADJA Schluchten_NN mit_APPR sehr_ADV steilen_ADJA Seiten-_TRUNC wändcn_NE	durchschnitten_VVPP	würden_VAFIN ._$. Die_ART Tiefe_NN der_ART einen_PIS von_APPR diesen_PDAT Schluch_NN ten_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=295	68125328	68125328
297	19169900	, wird von Osten gegen Westen durch vier große Gebirgssysteme	durchschnitten	, welche mannigfaltig auf die Bewegung der Völker eingewirkt haben	,_$, wird_VAFIN von_APPR Osten_NN gegen_APPR Westen_NN durch_APPR vier_CARD große_ADJA Gebirgssysteme_NN	durchschnitten_VVPP	,_$, welche_PRELS mannigfaltig_ADJD auf_APPR die_ART Bewegung_NN der_ART Völker_NN eingewirkt_VVPP haben_VAFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=296	68133077	68133077
298	19169900	Diese schwarze Wolke wurde von Zeit zu Zeit von Flammen	durchschnitten	, die so hell wie Blitze leuchteten und denen eine	Diese_PDAT schwarze_ADJA Wolke_NN wurde_VAFIN von_APPR Zeit_NN zu_APPR Zeit_NN von_APPR Flammen_NN	durchschnitten_VVPP	,_$, die_PRELS so_ADV hell_ADJD wie_KOKOM Blitze_NN leuchteten_VVFIN und_KON denen_PDS eine_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=297	68139061	68139061
299	19169900	, von Spalten , aus denen sich Dampfwolken entwickelten ,	durchschnitten	, vor fanden . Dieser Zustand der Dinge wurde jedoch	,_$, von_APPR Spalten_NN ,_$, aus_APPR denen_PRELS sich_PRF Dampfwolken_NN entwickelten_VVFIN ,_$,	durchschnitten_VVPP	,_$, vor_ADV fanden_VVFIN ._$. Dieser_PDAT Zustand_NN der_ART Dinge_NN wurde_VAFIN jedoch_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=298	68143016	68143016
300	19169900	Anzahl der obern Schichten , welche nicht von den Gängen	durchschnitten	sind , müssen einer spätern Zeit , als die Gänge	Anzahl_NN der_ART obern_ADJA Schichten_NN ,_$, welche_PRELS nicht_PTKNEG von_APPR den_ART Gängen_NN	durchschnitten_VVPP	sind_VAFIN ,_$, müssen_VMFIN einer_ART spätern_ADJA Zeit_NN ,_$, als_KOUS die_ART Gänge_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=299	68144166	68144166
301	19169900	allein die Schichten sind von bei weitem mehren Gän gen	durchschnitten	. Die Bildung dieses ältern Kegels gehört der geschicht lichen	allein_ADV die_ART Schichten_NN sind_VAFIN von_APPR bei_APPR weitem_ADJA mehren_VVFIN Gän_NN gen_APPR	durchschnitten_VVPP	._$. Die_ART Bildung_NN dieses_PDAT ältern_ADJA Kegels_NN gehört_VVFIN der_ART geschicht_NN lichen_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=300	68145089	68145089
302	19169900	diesen Schichten mit Tuff - Zwischenlagern sind durch die Ausgrabungen	durchschnitten	worden . Zu Herculanum ist der Fall ganz anders ;	diesen_PDAT Schichten_NN mit_APPR Tuff_NN -_$( Zwischenlagern_NN sind_VAFIN durch_APPR die_ART Ausgrabungen_NN	durchschnitten_VVPP	worden_VAPP ._$. Zu_APPR Herculanum_NN ist_VAFIN der_ART Fall_NN ganz_ADV anders_ADV ;_$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=301	68148634	68148634
303	19169900	an einigen , zwei - oder dreitausend Fuß senkrecht hohen	Durchschnitten	sehen kann , eine sehr ver wickelte und höchst interessante	an_APPR einigen_PIAT ,_$, zwei_CARD -_$( oder_KON dreitausend_CARD Fuß_NN senkrecht_ADJD hohen_ADJA	Durchschnitten_NN	sehen_VVINF kann_VMFIN ,_$, eine_ART sehr_ADV ver_ADJA wickelte_VVFIN und_KON höchst_ADJD interessante_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=302	68153949	68153949
304	19169900	wurde durch unzählige Spalten von 4 bis 5 Zoll Breite	durchschnitten	. In der Alluvialebene , besonders in dem am Meere	wurde_VAFIN durch_APPR unzählige_ADJA Spalten_NN von_APPR 4_CARD bis_KON 5_CARD Zoll_NN Breite_NN	durchschnitten_VVPP	._$. In_APPR der_ART Alluvialebene_NN ,_$, besonders_ADV in_APPR dem_ART am_APPRART Meere_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=303	68170695	68170695
305	19169900	, von zuweilen fünf - bis sechshundert Fuß tiefen Thälern	durchschnitten	. Da die , die Thalwände bildenden Klippen zum Theil	,_$, von_APPR zuweilen_ADV fünf_CARD -_$( bis_APPR sechshundert_CARD Fuß_NN tiefen_ADJA Thälern_NN	durchschnitten_VVPP	._$. Da_KOUS die_ART ,_$, die_ART Thalwände_NN bildenden_ADJA Klippen_NN zum_APPRART Theil_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=304	68181835	68181835
306	19169900	, eine ganz außerordentliche Verände rung erlitten . Unzählige Spalten	durchschnitten	zuerst die Ebene an dem Ufer des Flusses nach allen	,_$, eine_ART ganz_ADV außerordentliche_ADJA Verände_NN rung_NN erlitten_VVPP ._$. Unzählige_ADJA Spalten_NN	durchschnitten_VVFIN	zuerst_ADV die_ART Ebene_NN an_APPR dem_ART Ufer_NN des_ART Flusses_NN nach_APPR allen_PIAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=305	68182266	68182266
